condition,nbin,feature,I_raw,I_null,I_corrected,n_used
within_F,3,GNE,0.523957437252605,0.15826854973422208,0.3656888875183829,1920
within_F,3,SSPF,0.42366623456950325,0.17138810878792413,0.25227812578157915,1810
within_F,3,CPP,0.5396747491955214,0.15582864881258515,0.3838461003829362,1920
within_F,3,dCPP,0.312855206810843,0.15752577986160202,0.15532942694924098,1920
within_F,3,RMS,0.9452319408650851,0.15856332683305424,0.7866686140320309,1920
within_F,3,AMD,0.30565951420309645,0.15785364055823667,0.14780587364485978,1920
within_F,3,speech_rate,0.3766950980315489,0.15791079139887088,0.218784306632678,1920
within_F,3,VOT,0.21537595098291895,0.16417868074163894,0.05119727024128001,1858
within_F,3,BGD,0.20692045489545663,0.1572027285689896,0.04971772632646704,1920
within_F,5,F0,1.3096114081661385,0.3375487487343925,0.9720626594317461,1920
within_F,5,jitter,0.6256824189123096,0.3356884320591337,0.2899939868531759,1920
within_F,5,shimmer,0.5549131236291913,0.3361170908329422,0.2187960327962491,1920
within_F,5,GCT,0.7082760229039327,0.338092206853113,0.3701838160508197,1920
within_F,5,CQ,0.595764572790138,0.3366715814215946,0.25909299136854336,1920
within_F,5,MFDR,1.1406510757994113,0.3367788085463668,0.8038722672530445,1920
within_F,5,SQ,0.7192993146666771,0.33494703039798907,0.384352284268688,1920
within_F,5,NAQ,0.6269084623867442,0.3365353072671941,0.29037315511955014,1920
within_F,5,SHR,0.8611699701805833,0.33697211505042446,0.5241978551301588,1920
within_F,5,IHI,1.0142385834945102,0.33684408747762346,0.6773944960168867,1920
within_F,5,VFI,0.7732206058692652,0.42549605781656125,0.347724548052704,1920
within_F,5,semitone_SD_F0,0.7208436599521297,0.33678924769124946,0.3840544122608803,1920
within_F,5,F1,0.4687073494234042,0.3372301590492997,0.1314771903741045,1920
within_F,5,F2,0.49703414655034717,0.3369955102727515,0.16003863627759568,1920
within_F,5,F3,0.7521707786199929,0.3360257633123412,0.41614501530765174,1920
within_F,5,F4,0.9844489229260018,0.3371211899304312,0.6473277329955707,1920
within_F,5,F5,0.9240491997358369,0.3370275107170768,0.5870216890187601,1920
within_F,5,B1,0.7529434138247826,0.33756748150258076,0.4153759323222018,1920
within_F,5,B2,0.6209156704207199,0.3377444491173225,0.28317122130339745,1920
within_F,5,B3,0.814886999533063,0.33885004380763234,0.47603695572543064,1920
within_F,5,B4,0.7037669711383199,0.3354946050353679,0.368272366102952,1920
within_F,5,B5,0.6975763543574391,0.3343672055878826,0.36320914876955657,1920
within_F,5,Nasality,0.5952588951627726,0.34203581637865954,0.2532230787841131,1905
within_F,5,spectral_skewness,0.6753458302136286,0.3383256187379621,0.3370202114756665,1913
within_F,5,spectral_kurtosis,0.7146716624956309,0.33742008046001554,0.3772515820356153,1920
within_F,5,spectral_entropy,0.6602610985546482,0.3361195244993114,0.32414157405533683,1920
within_F,5,spectral_rolloff,0.48352195870624826,0.33539148426641874,0.14813047443982952,1920
within_F,5,spectral_flux,1.1048418132294398,0.3368814797074124,0.7679603335220273,1920
within_F,5,alpha_ratio,0.5118785160664672,0.3375564534095312,0.17432206265693595,1920
within_F,5,LHR,0.741696812606234,0.3352250191733904,0.40647179343284356,1920
within_F,5,SPI,0.6258528547012885,0.3361274441490943,0.2897254105521942,1920
